feature,mean_worked,mean_failed,effect_size,t_stat,p_val,n_worked,n_failed
A_hist_zero_cross,-0.04782608695652174,-0.0648854961832061,0.07541231883285052,0.9367002788338414,0.3493823720646632,460,262
B_roc_slope_15m,-15.96304359527235,-8.058199435549346,-0.07381182753237155,-0.988617972342453,0.32337248606161284,460,262
B_roc_slope,-130.0510076132357,-64.61965887183314,-0.06492653098611134,-1.0595984221437174,0.28976170554994696,460,262
B_roc_invalid,0.01956521739130435,0.011450381679389313,0.06341575196047747,0.8793470968810182,0.3795338220425761,460,262
B_state_15m_ord,-1.3282608695652174,-1.381679389312977,0.06183921334486465,0.8181177404945754,0.41362460247729677,460,262
B_state_ord,-1.8304347826086957,-1.8473282442748091,0.04563508280322016,0.5963705608783518,0.5511679541020578,460,262
B_zroc_15m,-0.5711777389039725,-0.5372600277966884,-0.04433444871889465,-0.49594168189984983,0.6201909236113281,460,262
A_macd_zero_cross,-0.021739130434782608,-0.026717557251908396,0.02498094577876011,0.31979557178441737,0.7492498244387742,460,262
B_zroc_extreme_15m,0.03951367781155015,0.043689320388349516,-0.020990197622216832,-0.23360224377281602,0.8154077726702371,460,262
A_macd_sign_1h,0.325,0.3076923076923077,0.018138800545538653,0.12204635594426436,0.9030060565054576,460,262
A_hist_zero_cross_15m,-0.1398176291793313,-0.13592233009708737,-0.011262155707098423,-0.12707855789737368,0.898936408695355,460,262
A_hist_sign_15m,-1.0,-1.0,,,,460,262
A_hist_sign,-1.0,-1.0,,,,460,262
B_roc_invalid_15m,0.0,0.0,,,,460,262
A_hist_sign_1d,-1.0,-1.0,,,,460,262
B_roc_invalid_1h,0.0,0.0,,,,460,262
A_hist_sign_1h,-1.0,-1.0,,,,460,262
A_hist_zero_cross_1d,0.0,0.0,,,,460,262
