bar_close,direction,followed_through,lag_bars
2022-12-29 09:45:00+05:30,-1,False,
2022-12-29 13:15:00+05:30,1,False,
2022-12-29 14:30:00+05:30,-1,False,
2022-12-30 10:45:00+05:30,1,False,
2022-12-30 14:45:00+05:30,-1,False,
2023-01-03 10:00:00+05:30,1,False,
2023-01-03 13:00:00+05:30,-1,False,
2023-01-03 14:45:00+05:30,1,False,
2023-01-04 10:00:00+05:30,-1,False,
2023-01-04 14:15:00+05:30,1,True,1.0
2023-01-06 09:45:00+05:30,-1,False,
2023-01-06 11:00:00+05:30,1,False,
2023-01-09 09:30:00+05:30,-1,False,
2023-01-10 12:00:00+05:30,1,True,3.0
2023-01-11 11:15:00+05:30,-1,False,
2023-01-11 12:15:00+05:30,1,False,
2023-01-11 13:30:00+05:30,-1,False,
2023-01-12 10:30:00+05:30,1,False,
2023-01-12 15:15:00+05:30,-1,False,
2023-01-13 10:45:00+05:30,1,False,
2023-01-13 11:30:00+05:30,-1,True,3.0
2023-01-16 11:30:00+05:30,1,False,
2023-01-16 12:45:00+05:30,-1,False,
2023-01-17 10:00:00+05:30,1,False,
2023-01-17 11:00:00+05:30,-1,False,
2023-01-17 11:15:00+05:30,1,False,
2023-01-17 14:15:00+05:30,-1,False,
2023-01-17 14:30:00+05:30,1,False,
2023-01-19 09:45:00+05:30,-1,False,
2023-01-23 10:30:00+05:30,1,False,
2023-01-23 13:00:00+05:30,-1,False,
2023-01-24 09:30:00+05:30,1,True,3.0
2023-01-24 12:30:00+05:30,-1,False,
2023-01-25 12:00:00+05:30,1,False,
2023-01-30 10:00:00+05:30,-1,False,
2023-01-30 11:45:00+05:30,1,False,
2023-01-30 12:00:00+05:30,-1,False,
2023-01-30 13:45:00+05:30,1,False,
2023-01-30 15:00:00+05:30,-1,False,
2023-02-02 10:15:00+05:30,1,True,2.0
2023-02-02 15:30:00+05:30,-1,False,
2023-02-06 10:15:00+05:30,1,False,
2023-02-06 13:15:00+05:30,-1,False,
2023-02-06 13:30:00+05:30,1,False,
2023-02-07 11:15:00+05:30,-1,False,
2023-02-08 09:30:00+05:30,1,False,
2023-02-09 10:00:00+05:30,-1,False,
2023-02-09 11:30:00+05:30,1,False,
